ResSvcID,ResID,RoomNumber,SvcID,DateTime,ChargeID
1785,165,440,5,2017-10-27 16:12:30,2
1786,294,444,4,2017-10-24 21:23:54,2
1787,703,436,1,2017-10-26 14:08:42,2
1788,597,439,1,2017-10-26 02:57:36,2
1789,180,473,3,2017-11-05 17:29:10,2
1790,529,173,2,2017-11-01 09:47:18,2
1791,440,203,5,2017-10-29 13:35:50,2
1792,169,230,4,2017-11-05 10:24:17,2
1793,791,299,4,2017-10-31 21:43:32,2
1794,808,438,4,2017-10-29 13:04:18,2
1795,392,253,1,2017-10-28 19:48:14,2
1796,775,342,2,2017-10-21 17:12:03,2
1797,669,426,4,2017-11-14 10:47:17,2
1798,981,101,3,2017-11-08 03:37:44,2
1799,962,282,1,2017-10-30 03:49:01,2
1800,212,446,5,2017-11-09 10:05:49,2
1801,412,508,5,2017-11-14 16:58:38,2
1802,566,163,1,2017-10-21 22:38:16,2
1803,863,564,3,2017-11-13 21:10:00,2
1804,151,570,5,2017-11-06 23:32:11,2
1805,272,464,1,2017-10-29 00:36:59,2
1806,882,225,4,2017-11-04 06:54:42,2
1807,14,273,4,2017-11-10 01:48:03,2
1808,34,292,3,2017-10-31 12:03:26,2
1809,153,266,1,2017-10-27 17:41:47,2
1810,268,216,4,2017-10-26 12:38:38,2
1811,268,216,1,2017-10-26 11:09:44,2
1812,253,212,1,2017-11-14 12:51:38,2
1813,32,389,2,2017-11-08 09:59:05,2
1814,773,548,4,2017-10-30 17:59:41,2
1815,220,401,5,2017-11-03 14:29:14,2
1816,190,496,5,2017-11-11 02:37:40,2
1817,445,157,4,2017-11-15 00:26:06,2
1818,300,372,5,2017-11-13 04:48:35,2
1819,634,375,2,2017-10-31 23:29:57,2
1820,496,438,3,2017-11-13 18:59:45,2
1821,455,231,5,2017-11-11 20:38:57,2
1822,464,154,1,2017-11-05 06:19:56,2
1823,251,480,5,2017-10-20 06:45:23,2
1824,165,440,4,2017-10-25 12:25:47,2
1825,339,403,5,2017-10-23 03:15:51,2
1826,537,198,2,2017-10-29 00:49:23,2
1827,819,363,1,2017-11-03 13:15:47,2
1828,222,170,1,2017-11-02 03:33:47,2
1829,260,572,5,2017-10-25 16:06:17,2
1830,719,193,1,2017-10-18 18:48:40,2
1831,788,297,2,2017-11-02 06:54:04,2
1832,835,284,2,2017-10-30 18:26:04,2
1833,45,280,2,2017-10-18 20:58:13,2
1834,895,195,1,2017-10-30 07:35:22,2
1835,537,198,3,2017-10-28 03:57:21,2
1836,781,428,2,2017-11-16 09:23:28,2
1837,865,144,3,2017-11-02 21:45:13,2
1838,949,405,3,2017-11-01 21:01:10,2
1839,455,231,5,2017-11-06 07:00:14,2
1840,564,236,3,2017-10-24 20:29:31,2
1841,503,581,3,2017-10-22 13:13:37,2
1842,814,272,1,2017-10-27 13:27:56,2
1843,993,264,1,2017-11-14 06:46:21,2
1844,604,180,1,2017-11-03 01:54:33,2
1845,270,296,3,2017-11-13 12:34:09,2
1846,190,496,3,2017-11-12 14:50:20,2
1847,167,237,4,2017-10-20 05:18:56,2
1848,547,185,3,2017-11-10 03:42:39,2
1849,207,334,5,2017-11-09 22:15:49,2
1850,262,296,2,2017-11-09 01:51:06,2
1851,230,212,5,2017-10-23 15:18:56,2
1852,21,558,5,2017-11-15 04:49:57,2
1853,205,245,2,2017-10-24 14:20:34,2
1854,696,132,1,2017-10-22 20:40:27,2
1855,187,445,4,2017-10-19 19:22:26,2
1856,43,564,5,2017-10-21 17:48:20,2
1857,20,582,4,2017-10-18 22:34:51,2
1858,879,196,3,2017-10-22 20:30:45,2
1859,97,487,3,2017-11-06 02:03:19,2
1860,885,369,1,2017-10-19 06:47:57,2
1861,222,170,2,2017-11-02 20:56:14,2
1862,45,280,5,2017-10-17 16:02:30,2
1863,941,382,2,2017-11-08 21:14:01,2
1864,684,130,2,2017-10-30 17:08:06,2
1865,696,132,1,2017-10-20 05:18:40,2
1866,830,188,2,2017-10-25 06:38:45,2
1867,84,557,3,2017-11-09 08:24:52,2
1868,581,473,5,2017-11-05 19:43:28,2
1869,30,308,1,2017-11-04 15:50:25,2
1870,664,507,4,2017-10-22 22:28:05,2
1871,502,376,1,2017-10-22 06:05:15,2
1872,73,435,3,2017-11-03 08:18:18,2
1873,297,425,4,2017-11-06 06:33:19,2
1874,559,281,2,2017-11-11 12:14:15,2
1875,199,437,4,2017-11-07 04:48:51,2
1876,31,145,2,2017-10-26 12:45:09,2
1877,949,405,4,2017-10-31 06:14:06,2
1878,96,251,5,2017-11-05 09:12:07,2
1879,534,430,5,2017-11-17 00:06:15,2
1880,527,266,1,2017-11-03 20:13:46,2
1881,542,279,4,2017-11-11 07:04:33,2
1882,871,429,5,2017-11-04 04:22:47,2
1883,810,446,5,2017-11-08 04:20:23,2
1884,35,122,1,2017-11-05 04:35:05,2
1885,238,209,1,2017-11-10 12:36:26,2
1886,163,108,1,2017-10-26 13:05:29,2
1887,116,386,4,2017-11-14 21:00:58,2
1888,434,162,2,2017-11-06 22:25:20,2
1889,872,511,5,2017-11-08 21:23:14,2
1890,890,487,5,2017-10-27 16:47:47,2
1891,85,536,3,2017-10-22 11:30:01,2
1892,774,178,1,2017-11-12 13:33:00,2
1893,683,395,1,2017-11-04 04:34:16,2
1894,129,106,2,2017-10-29 22:35:53,2
1895,681,464,5,2017-10-27 06:36:28,2
1896,10,145,2,2017-10-30 02:46:36,2
1897,824,495,4,2017-11-06 05:08:34,2
1898,311,335,1,2017-10-18 02:29:29,2
1899,418,291,5,2017-10-31 21:25:46,2
1900,248,181,5,2017-10-26 16:38:07,2
1901,65,268,2,2017-11-07 05:55:55,2
1902,209,580,3,2017-11-03 08:13:30,2
1903,91,166,4,2017-10-27 06:26:17,2
1904,980,310,2,2017-11-09 08:21:32,2
1905,597,439,5,2017-10-24 12:14:53,2
1906,547,185,4,2017-11-09 01:21:54,2
1907,165,440,3,2017-10-26 10:46:21,2
1908,706,534,1,2017-10-26 08:11:13,2
1909,259,466,5,2017-10-20 14:41:13,2
1910,348,195,1,2017-11-05 13:56:00,2
1911,780,207,2,2017-11-06 15:22:35,2
1912,469,565,2,2017-10-25 16:32:51,2
1913,903,114,5,2017-10-26 06:32:41,2
1914,200,541,5,2017-10-22 14:12:45,2
1915,564,236,5,2017-10-24 16:42:19,2
1916,396,485,5,2017-11-15 07:05:42,2
1917,645,295,1,2017-11-02 16:37:00,2
1918,999,188,4,2017-10-24 23:02:03,2
1919,182,515,3,2017-10-26 09:36:31,2
1920,924,567,2,2017-10-26 15:19:33,2
1921,218,490,2,2017-11-12 08:20:21,2
1922,324,493,1,2017-10-27 13:28:31,2
1923,141,123,5,2017-10-21 07:11:08,2
1924,796,213,2,2017-11-04 02:38:47,2
1925,55,374,2,2017-11-10 11:06:39,2
1926,897,456,3,2017-10-23 05:13:32,2
1927,840,373,2,2017-11-03 13:17:42,2
1928,321,217,3,2017-11-08 19:53:00,2
1929,874,455,3,2017-10-25 14:04:56,2
1930,689,153,3,2017-11-17 12:00:45,2
1931,358,260,3,2017-11-09 21:46:37,2
1932,964,464,2,2017-10-21 07:23:02,2
1933,891,283,2,2017-11-13 11:30:42,2
1934,513,186,5,2017-10-22 15:49:54,2
1935,82,265,3,2017-10-23 01:47:47,2
1936,822,385,4,2017-10-29 19:47:58,2
1937,271,381,4,2017-11-07 18:32:49,2
1938,826,203,4,2017-10-19 12:13:33,2
1939,316,167,2,2017-10-31 21:54:43,2
1940,113,240,5,2017-10-21 12:45:21,2
1941,559,281,5,2017-11-12 19:22:12,2
1942,66,232,4,2017-10-22 05:15:04,2
1943,212,446,2,2017-11-09 11:20:51,2
1944,92,470,4,2017-11-11 22:14:26,2
1945,221,357,1,2017-10-23 08:04:09,2
1946,781,428,5,2017-11-12 00:41:55,2
1947,489,341,5,2017-11-10 14:44:23,2
1948,704,267,3,2017-10-30 11:52:59,2
1949,735,450,2,2017-10-20 21:44:13,2
1950,210,269,2,2017-11-12 15:40:09,2
1951,16,408,3,2017-11-11 11:15:49,2
1952,623,534,3,2017-11-10 20:41:04,2
1953,895,195,2,2017-10-30 17:52:46,2
1954,200,541,5,2017-10-22 10:59:31,2
1955,511,106,3,2017-10-28 20:10:07,2
1956,382,348,1,2017-10-25 05:23:13,2
1957,610,110,2,2017-10-19 14:32:56,2
1958,377,536,4,2017-11-01 16:48:42,2
1959,264,423,3,2017-11-09 01:46:16,2
1960,294,444,2,2017-10-25 18:06:23,2
1961,50,348,4,2017-11-06 10:17:36,2
1962,788,297,2,2017-11-03 23:28:27,2
1963,533,301,2,2017-11-03 11:50:51,2
1964,246,365,1,2017-11-01 07:48:56,2
1965,256,488,5,2017-11-13 07:05:57,2
1966,677,508,5,2017-10-25 02:53:45,2
1967,155,579,3,2017-11-06 18:10:58,2
1968,746,389,5,2017-10-23 10:21:47,2
1969,881,218,4,2017-11-11 00:40:11,2
1970,6,303,3,2017-10-18 04:49:22,2
1971,981,101,5,2017-11-07 00:48:58,2
1972,89,246,5,2017-10-19 02:43:24,2
1973,18,173,1,2017-11-15 02:26:35,2
1974,947,173,1,2017-10-29 10:31:17,2
1975,254,451,4,2017-10-28 10:57:00,2
1976,136,530,4,2017-10-27 10:37:21,2
1977,226,487,1,2017-11-07 22:51:39,2
1978,361,573,4,2017-10-20 04:38:06,2
1979,212,446,2,2017-11-09 07:52:58,2
1980,233,337,1,2017-11-01 15:51:13,2
1981,533,301,1,2017-11-03 20:47:43,2
1982,571,290,2,2017-11-08 16:45:53,2
1983,297,425,3,2017-11-05 17:46:45,2
1984,919,345,3,2017-11-05 21:17:18,2
1985,924,567,5,2017-10-22 01:55:56,2
1986,886,323,4,2017-11-03 10:53:16,2
1987,43,564,5,2017-10-21 10:20:03,2
1988,324,493,1,2017-10-23 23:13:41,2
1989,476,436,4,2017-11-03 15:10:26,2
1990,340,285,1,2017-10-26 11:42:02,2
1991,887,472,2,2017-11-03 12:50:45,2
1992,640,395,3,2017-11-08 15:19:26,2
1993,831,559,3,2017-10-18 20:56:39,2
1994,666,357,3,2017-11-09 05:12:18,2
1995,839,333,4,2017-11-10 08:16:05,2
1996,324,493,4,2017-10-28 13:20:17,2
1997,657,302,2,2017-10-31 16:54:38,2
1998,697,228,3,2017-10-18 11:04:55,2
1999,645,295,3,2017-10-31 10:28:13,2
2000,689,153,4,2017-11-14 16:17:08,2
2001,314,377,5,2017-11-07 17:22:48,2
2002,415,183,1,2017-11-05 04:59:23,2
2003,213,572,3,2017-11-06 08:34:07,2
2004,675,324,4,2017-10-23 16:42:10,2
2005,840,373,2,2017-11-03 06:13:11,2
2006,821,289,3,2017-10-24 05:57:43,2
2007,704,267,2,2017-10-30 21:09:34,2
2008,950,411,5,2017-11-09 08:10:13,2
2009,548,371,1,2017-11-12 19:14:35,2
2010,684,130,5,2017-11-01 00:47:15,2
2011,445,157,3,2017-11-16 05:23:01,2
2012,648,182,3,2017-10-31 11:03:10,2
2013,965,210,1,2017-10-28 22:54:38,2
2014,838,199,3,2017-11-09 08:35:03,2
2015,479,579,1,2017-10-21 19:35:42,2
2016,81,173,1,2017-10-18 10:00:59,2
2017,963,205,1,2017-11-01 10:00:02,2
2018,809,237,4,2017-10-29 21:28:42,2
2019,316,167,1,2017-11-02 04:31:23,2
2020,640,395,4,2017-11-09 15:27:10,2
2021,94,211,3,2017-10-28 21:21:06,2
2022,809,237,5,2017-10-29 15:40:27,2
2023,890,487,1,2017-10-28 20:31:30,2
2024,638,140,3,2017-10-27 15:56:45,2
2025,356,576,1,2017-11-07 23:58:47,2
2026,159,367,3,2017-11-11 15:38:28,2
2027,229,234,4,2017-10-18 12:06:41,2
2028,127,284,2,2017-10-18 15:10:26,2
2029,961,529,3,2017-11-02 22:19:54,2
2030,397,274,3,2017-11-12 23:07:58,2
2031,610,110,5,2017-10-18 22:11:43,2
2032,777,278,1,2017-10-28 21:45:09,2
2033,214,299,3,2017-11-03 00:18:48,2
2034,331,476,2,2017-10-30 16:04:27,2
2035,518,553,3,2017-11-08 10:54:37,2
2036,612,281,3,2017-10-24 14:32:39,2
2037,61,571,3,2017-10-23 19:02:08,2
2038,779,261,2,2017-11-09 06:53:59,2
2039,521,203,5,2017-11-09 21:08:36,2
2040,284,475,5,2017-10-29 20:06:51,2
2041,523,225,3,2017-11-13 02:50:58,2
2042,735,450,4,2017-10-20 06:38:40,2
2043,629,131,5,2017-11-06 07:23:22,2
2044,557,593,1,2017-11-13 22:41:32,2
2045,75,189,1,2017-10-27 18:33:13,2
2046,637,452,4,2017-10-28 18:07:41,2
2047,465,111,1,2017-10-25 17:02:36,2
2048,64,334,5,2017-10-30 03:05:53,2
2049,223,146,1,2017-10-30 17:50:28,2
2050,101,597,4,2017-10-26 05:54:34,2
2051,785,564,3,2017-10-17 01:53:25,2
2052,753,492,1,2017-10-20 23:39:48,2
2053,697,228,1,2017-10-18 00:27:25,2
2054,396,485,4,2017-11-13 19:30:03,2
2055,97,487,2,2017-11-05 01:01:33,2
2056,141,123,1,2017-10-21 11:58:54,2
2057,447,423,4,2017-11-13 12:36:39,2
2058,245,572,2,2017-10-31 07:11:49,2
2059,404,143,4,2017-10-29 19:19:32,2
2060,67,389,1,2017-11-02 05:00:28,2
2061,864,179,5,2017-11-12 15:36:07,2
2062,777,278,4,2017-10-30 14:09:46,2
2063,640,395,5,2017-11-04 17:08:04,2
2064,16,408,4,2017-11-10 21:07:55,2
2065,866,591,1,2017-10-26 04:31:38,2
2066,802,338,2,2017-10-19 10:58:21,2
2067,856,549,1,2017-10-25 14:27:04,2
2068,586,290,3,2017-10-30 10:50:03,2
2069,416,365,1,2017-11-07 17:06:45,2
2070,785,564,1,2017-10-17 04:01:24,2
2071,668,432,1,2017-11-03 08:51:17,2
2072,169,230,3,2017-11-05 17:05:39,2
2073,611,475,1,2017-11-04 22:23:16,2
2074,207,334,2,2017-11-09 09:59:56,2
2075,441,110,1,2017-11-11 12:10:33,2
2076,393,549,1,2017-11-03 13:30:52,2
2077,884,495,2,2017-11-12 04:07:07,2
2078,902,364,1,2017-11-10 00:52:33,2
2079,142,500,3,2017-11-12 07:45:14,2
2080,130,242,1,2017-11-11 21:44:52,2
2081,493,481,5,2017-11-06 21:20:47,2
2082,56,155,2,2017-10-23 00:20:17,2
2083,530,533,5,2017-11-14 15:08:37,2
2084,447,423,4,2017-11-13 23:05:39,2
2085,157,101,5,2017-10-26 06:18:30,2
2086,934,231,4,2017-10-19 02:53:46,2
2087,254,451,1,2017-10-25 21:25:27,2
2088,858,345,2,2017-11-05 19:03:43,2
2089,489,341,1,2017-11-11 18:17:37,2
2090,467,136,1,2017-11-07 18:55:46,2
2091,820,526,4,2017-11-13 16:51:21,2
2092,214,299,5,2017-11-06 09:51:14,2
2093,149,517,5,2017-10-28 09:02:46,2
2094,37,489,5,2017-11-02 00:58:54,2
2095,748,386,3,2017-11-01 02:29:28,2
2096,836,453,4,2017-10-26 04:55:34,2
2097,356,576,5,2017-11-06 16:12:13,2
2098,990,586,5,2017-11-11 20:47:16,2
2099,571,290,5,2017-11-08 12:57:38,2
2100,527,266,3,2017-10-30 14:03:12,2
2101,258,365,3,2017-11-12 05:31:51,2
2102,815,217,5,2017-11-01 09:16:13,2
2103,795,113,5,2017-10-28 08:39:24,2
2104,979,200,2,2017-10-22 13:22:39,2
2105,334,570,5,2017-10-31 10:11:54,2
2106,266,468,4,2017-11-06 10:39:10,2
2107,980,310,2,2017-11-09 20:08:51,2
2108,359,361,2,2017-11-06 03:44:38,2
2109,304,178,3,2017-10-27 11:43:55,2
2110,49,129,3,2017-10-21 15:42:31,2
2111,378,396,1,2017-11-08 02:01:53,2
2112,785,564,2,2017-10-19 12:57:19,2
2113,419,453,3,2017-11-10 00:28:38,2
2114,408,163,5,2017-10-28 00:05:49,2
2115,398,275,3,2017-11-04 23:09:12,2
2116,171,547,3,2017-10-20 06:41:16,2
2117,340,285,3,2017-10-26 17:32:40,2
2118,833,346,3,2017-10-30 13:57:20,2
2119,675,324,3,2017-10-24 16:19:08,2
2120,368,558,2,2017-11-01 20:34:41,2
2121,65,268,2,2017-11-02 08:36:17,2
2122,114,192,4,2017-10-22 07:25:06,2
2123,161,110,2,2017-11-07 21:32:05,2
2124,374,546,5,2017-10-18 15:22:32,2
2125,540,423,1,2017-10-27 13:08:30,2
2126,581,473,5,2017-11-03 10:27:23,2
2127,363,514,1,2017-11-11 05:05:04,2
2128,100,147,2,2017-10-27 05:05:43,2
2129,201,163,1,2017-11-06 18:42:19,2
2130,135,100,3,2017-11-19 11:43:38,2
2131,710,485,1,2017-11-03 13:48:25,2
2132,339,403,5,2017-10-23 01:59:39,2
2133,649,576,1,2017-10-31 23:17:04,2
2134,368,558,3,2017-10-28 02:43:02,2
2135,427,248,2,2017-11-10 09:48:11,2
2136,151,570,3,2017-11-04 03:52:31,2
2137,796,213,2,2017-11-02 05:33:45,2
2138,471,218,2,2017-11-07 07:51:19,2
2139,364,573,5,2017-11-12 07:48:26,2
2140,591,345,5,2017-10-19 04:30:59,2
2141,862,198,3,2017-10-27 05:12:13,2
2142,474,263,5,2017-10-25 09:57:25,2
2143,845,191,1,2017-11-03 07:45:22,2
2144,396,485,2,2017-11-13 22:04:44,2
2145,139,572,3,2017-11-09 10:48:47,2
2146,844,218,2,2017-11-03 18:24:04,2
2147,608,506,5,2017-10-17 09:33:34,2
2148,731,318,3,2017-10-26 16:09:16,2
2149,775,342,5,2017-10-21 11:54:01,2
2150,102,129,1,2017-11-08 17:04:17,2
2151,534,430,2,2017-11-18 18:27:22,2
2152,262,296,1,2017-11-07 20:44:59,2
2153,322,545,4,2017-10-23 04:33:46,2
2154,554,311,5,2017-10-30 02:07:42,2
2155,625,434,3,2017-11-05 04:51:39,2
2156,353,360,5,2017-10-21 03:25:59,2
2157,219,519,2,2017-11-07 12:01:58,2
2158,807,412,5,2017-10-29 15:34:00,2
2159,412,508,4,2017-11-13 01:34:22,2
2160,585,567,4,2017-11-06 02:41:06,2
2161,754,469,4,2017-11-02 10:22:27,2
2162,39,375,1,2017-11-02 03:00:25,2
2163,828,240,5,2017-11-01 14:09:17,2
2164,666,357,5,2017-11-10 22:32:39,2
2165,919,345,4,2017-11-06 20:32:15,2
2166,814,272,1,2017-10-25 22:58:38,2
2167,47,170,4,2017-11-13 23:44:40,2
2168,961,529,5,2017-11-01 18:35:56,2
2169,654,148,1,2017-11-14 14:49:26,2
2170,904,524,5,2017-10-21 17:11:55,2
2171,144,252,3,2017-11-04 04:41:51,2
2172,874,455,5,2017-10-27 15:29:06,2
2173,296,283,3,2017-11-10 15:06:01,2
2174,663,268,5,2017-11-16 07:00:23,2
2175,511,106,3,2017-10-27 12:32:01,2
2176,885,369,5,2017-10-19 05:29:07,2
2177,220,401,2,2017-11-03 22:48:58,2
2178,575,371,2,2017-10-26 23:06:44,2
2179,115,138,2,2017-11-03 04:09:27,2
2180,16,408,1,2017-11-09 07:02:32,2
2181,114,192,5,2017-10-19 19:13:50,2
2182,252,148,4,2017-10-29 11:02:57,2
2183,502,376,2,2017-10-22 16:02:30,2
2184,212,446,2,2017-11-09 13:20:59,2
2185,681,464,5,2017-10-26 18:24:08,2
2186,750,257,2,2017-11-06 16:36:53,2
2187,630,156,4,2017-10-27 17:04:12,2
2188,780,207,2,2017-11-03 03:36:32,2
2189,86,414,1,2017-11-04 14:25:29,2
2190,914,288,5,2017-11-18 05:06:43,2
2191,339,403,4,2017-10-23 06:00:21,2
2192,117,484,4,2017-10-24 16:06:21,2
2193,89,246,3,2017-10-22 15:07:44,2
2194,77,440,4,2017-11-02 10:30:56,2
2195,321,217,4,2017-11-08 20:54:06,2
2196,120,548,1,2017-10-25 12:34:49,2
2197,574,561,4,2017-10-31 20:10:56,2
2198,834,402,1,2017-11-07 19:54:57,2
2199,45,280,1,2017-10-17 18:14:35,2
2200,721,157,3,2017-11-05 21:26:22,2
2201,376,413,3,2017-11-12 15:55:38,2
2202,246,365,4,2017-10-31 18:40:22,2
2203,557,593,4,2017-11-13 02:18:16,2
2204,474,263,3,2017-10-22 16:03:52,2
2205,739,599,5,2017-10-23 17:34:51,2
2206,684,130,4,2017-11-01 23:20:47,2
2207,824,495,4,2017-11-05 23:55:26,2
2208,504,491,3,2017-11-15 02:35:17,2
2209,980,310,2,2017-11-11 15:11:52,2
2210,993,264,2,2017-11-14 14:10:45,2
2211,937,137,3,2017-11-10 23:12:42,2
2212,807,412,5,2017-11-02 00:14:49,2
2213,65,268,5,2017-11-01 23:07:04,2
2214,446,188,2,2017-11-12 06:10:39,2
2215,624,427,4,2017-11-07 05:06:17,2
2216,21,558,5,2017-11-15 17:29:56,2
2217,241,585,3,2017-11-07 03:23:47,2
2218,233,337,5,2017-11-02 13:06:06,2
2219,547,185,4,2017-11-10 06:13:13,2
2220,869,244,5,2017-11-06 04:44:45,2
2221,987,177,2,2017-10-31 13:14:07,2
2222,740,513,2,2017-11-03 00:00:25,2
2223,409,484,1,2017-11-15 21:48:33,2
2224,779,261,3,2017-11-07 00:25:47,2
2225,253,212,1,2017-11-13 18:19:13,2
2226,136,530,5,2017-10-24 14:03:44,2
2227,598,456,1,2017-11-13 11:00:34,2
2228,19,109,1,2017-10-17 02:23:20,2
2229,51,282,2,2017-11-11 18:34:13,2
2230,347,142,1,2017-10-27 20:13:02,2
2231,575,371,2,2017-10-26 06:43:56,2
2232,235,480,3,2017-11-01 17:36:41,2
2233,847,553,1,2017-11-05 02:46:03,2
2234,532,467,2,2017-11-05 09:05:05,2
2235,308,231,1,2017-11-13 02:17:04,2
2236,406,352,1,2017-10-22 08:46:22,2
2237,132,175,3,2017-10-19 02:35:49,2
2238,710,485,1,2017-10-31 12:29:39,2
2239,587,491,4,2017-11-02 23:35:23,2
2240,432,309,3,2017-10-26 09:00:21,2
2241,228,467,3,2017-10-19 12:29:06,2
2242,643,366,5,2017-11-06 00:25:32,2
2243,256,488,3,2017-11-15 08:31:27,2
2244,754,469,4,2017-10-30 14:09:37,2
2245,534,430,4,2017-11-17 10:46:27,2
2246,453,444,4,2017-11-07 21:24:57,2
2247,480,389,3,2017-10-23 00:39:33,2
2248,443,406,1,2017-10-29 11:40:11,2
2249,577,137,5,2017-11-09 02:45:11,2
2250,663,268,3,2017-11-14 15:28:14,2
2251,375,284,1,2017-11-05 23:35:18,2
2252,90,458,2,2017-10-30 08:18:10,2
2253,80,296,4,2017-11-12 02:56:13,2
2254,373,425,4,2017-10-24 03:05:54,2
2255,910,203,3,2017-11-06 21:31:17,2
2256,770,446,4,2017-10-31 03:25:40,2
2257,378,396,3,2017-11-09 01:35:24,2
2258,469,565,4,2017-10-24 20:20:02,2
2259,166,507,5,2017-11-11 10:12:16,2
2260,640,395,2,2017-11-06 19:44:45,2
2261,840,373,2,2017-11-03 04:46:39,2
2262,611,475,2,2017-11-09 15:04:06,2
2263,242,389,5,2017-10-23 07:16:34,2
2264,158,501,1,2017-11-09 03:46:02,2
2265,940,116,5,2017-11-01 03:25:04,2
2266,507,408,3,2017-11-08 09:59:52,2
2267,427,248,1,2017-11-11 09:12:25,2
2268,363,514,3,2017-11-12 06:16:16,2
2269,854,532,1,2017-11-04 10:53:58,2
2270,242,389,4,2017-10-23 13:10:27,2
2271,703,436,4,2017-10-25 10:41:23,2
2272,856,549,1,2017-10-25 04:50:02,2
2273,489,341,5,2017-11-13 23:01:01,2
2274,780,207,2,2017-11-03 09:30:13,2
2275,259,466,3,2017-10-22 19:12:48,2
2276,179,455,2,2017-10-30 01:34:50,2
2277,10,145,5,2017-10-28 05:15:04,2
2278,272,464,4,2017-11-03 11:40:05,2
2279,206,330,4,2017-10-30 23:42:08,2
2280,831,559,5,2017-10-18 03:00:45,2
2281,498,483,5,2017-10-30 05:12:06,2
2282,185,537,4,2017-10-30 11:35:11,2
2283,701,542,5,2017-10-27 13:00:56,2
2284,948,415,3,2017-10-27 02:47:50,2
2285,802,338,3,2017-10-19 10:46:01,2
2286,25,529,5,2017-11-04 08:04:34,2
2287,800,331,3,2017-11-05 09:06:10,2
2288,281,247,4,2017-10-22 23:07:51,2
2289,527,266,2,2017-11-02 06:40:09,2
2290,612,281,2,2017-10-24 17:49:35,2
2291,630,156,5,2017-10-27 21:50:58,2
2292,118,383,2,2017-11-05 01:57:46,2
2293,764,136,1,2017-11-11 13:22:40,2
2294,120,548,5,2017-10-25 16:29:39,2
2295,885,369,5,2017-10-24 02:48:44,2
2296,225,125,5,2017-10-28 01:56:00,2
2297,809,237,5,2017-10-29 03:19:23,2
2298,716,358,1,2017-11-02 18:27:50,2
2299,212,446,1,2017-11-09 17:36:02,2
2300,846,261,4,2017-10-27 11:03:40,2
2301,343,552,5,2017-10-21 17:55:00,2
2302,340,285,3,2017-10-25 22:17:35,2
2303,622,372,2,2017-10-18 12:12:15,2
2304,28,227,4,2017-10-20 16:42:19,2
2305,527,266,3,2017-10-30 19:29:23,2
2306,728,573,5,2017-10-18 14:41:15,2
2307,282,544,1,2017-10-28 06:03:33,2
2308,533,301,1,2017-11-03 15:10:14,2
2309,897,456,2,2017-10-23 05:10:46,2
2310,658,558,1,2017-10-19 06:29:21,2
2311,507,408,2,2017-11-08 04:56:30,2
2312,754,469,4,2017-10-28 05:15:50,2
2313,613,228,1,2017-11-11 08:45:14,2
2314,919,345,4,2017-11-07 08:01:59,2
2315,764,136,2,2017-11-11 00:04:21,2
2316,41,264,5,2017-11-09 07:56:38,2
2317,698,589,1,2017-11-01 03:23:48,2
2318,703,436,4,2017-10-27 07:01:06,2
2319,684,130,3,2017-11-01 15:00:18,2
2320,820,526,5,2017-11-11 23:09:33,2
2321,23,172,2,2017-10-27 20:58:17,2
2322,637,452,5,2017-10-27 16:54:53,2
2323,429,500,3,2017-10-31 19:36:23,2
2324,446,188,3,2017-11-11 21:54:18,2
2325,214,299,1,2017-11-03 23:47:46,2
2326,378,396,3,2017-11-10 16:37:27,2
2327,825,281,4,2017-11-01 23:16:56,2
2328,658,558,2,2017-10-26 04:26:37,2
2329,75,189,5,2017-10-27 00:47:10,2
2330,688,392,2,2017-11-05 09:23:56,2
2331,393,549,3,2017-11-05 11:17:02,2
2332,144,252,4,2017-11-04 07:44:45,2
2333,563,249,3,2017-11-12 11:00:17,2
2334,659,500,1,2017-11-03 08:38:34,2
2335,100,147,1,2017-11-01 22:35:24,2
2336,421,129,2,2017-10-24 18:23:50,2
2337,727,571,5,2017-10-27 06:19:37,2
2338,527,266,3,2017-11-01 04:06:02,2
2339,500,446,4,2017-10-24 19:29:37,2
2340,58,190,2,2017-11-12 03:14:34,2
2341,198,292,5,2017-11-14 12:18:39,2
2342,830,188,4,2017-10-27 04:39:26,2
2343,214,299,3,2017-11-04 19:45:52,2
2344,454,553,4,2017-10-21 05:02:39,2
2345,705,259,3,2017-11-11 01:11:32,2
2346,191,226,2,2017-10-26 02:31:16,2
2347,768,428,5,2017-11-05 19:46:35,2
2348,39,375,2,2017-11-05 18:17:01,2
2349,683,395,1,2017-11-03 15:21:07,2
2350,505,318,4,2017-11-14 16:26:56,2
2351,73,435,4,2017-10-31 14:51:23,2
2352,321,217,5,2017-11-07 07:28:54,2
2353,25,529,1,2017-11-03 09:28:31,2
2354,572,196,2,2017-11-12 00:32:41,2
2355,708,594,4,2017-11-06 20:20:16,2
2356,771,193,4,2017-11-04 14:57:58,2
2357,504,491,1,2017-11-15 12:18:27,2
2358,905,484,3,2017-11-08 01:11:54,2
2359,130,242,1,2017-11-11 21:51:59,2
2360,91,166,1,2017-10-27 20:33:45,2
2361,780,207,5,2017-11-08 13:34:22,2
2362,74,411,4,2017-11-02 09:03:28,2
2363,592,183,5,2017-11-05 05:17:56,2
2364,212,446,3,2017-11-09 01:48:04,2
2365,735,450,3,2017-10-21 15:55:48,2
